 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
2121,"O Mie","Aliona Moon",128,7A,72,2025-03-16,03:03,24,"","","O Mie",2018-02-16,62,56,0,31,0,10,-3,D minor,4,2OQ8r8PyqHRQgP5rZoNk5K,"715051 Records DK",QZARB1870133
2122,"O Mie","Aliona Moon",128,7A,72,2025-03-16,03:03,24,"","","O Mie",2018-02-16,62,56,0,31,0,10,-3,D minor,4,2OQ8r8PyqHRQgP5rZoNk5K,"715051 Records DK",QZARB1870133
2123,"Dance You Off","Benjamin Ingrosso",109,4B,69,2025-03-22,03:02,36,"swedish pop","Pop","Dance You Off",2018-02-26,73,10,0,76,0,10,-5,G#/A♭,4,0s3P5PImfDZYWIseR3b39D,"Sony Music Entertainment",SEWEE1701301
2124,"Dance You Off","Benjamin Ingrosso",109,4B,69,2025-03-22,03:02,36,"swedish pop","Pop","Dance You Off",2018-02-26,73,10,0,76,0,10,-5,G#/A♭,4,0s3P5PImfDZYWIseR3b39D,"Sony Music Entertainment",SEWEE1701301
2125,"Hvala Ne","Lea Sirk",140,3B,60,2025-03-22,03:00,24,"","","Hvala Ne",2018-03-02,81,1,0,36,0,10,-8,C♯/D♭,4,28J9JZ6boWgzviW7Ut3TMN,"Lea Sirk",TCADN1840244
2126,"Hvala Ne","Lea Sirk",140,3B,60,2025-03-22,03:00,24,"","","Hvala Ne",2018-03-02,81,1,0,36,0,10,-8,C♯/D♭,4,28J9JZ6boWgzviW7Ut3TMN,"Lea Sirk",TCADN1840244
2127,"Outlaw In 'Em - Single Edit","Waylon",87,10A,88,2025-03-16,02:56,31,"nederpop, hollands","Traditional Music, Pop","Outlaw In 'Em",2018-03-03,58,6,0,73,0,30,-6,B minor,4,1Ryw2NPudgM1SRGZx91RbL,"WM Benelux BV",NLD291800011
2128,"Outlaw In 'Em - Single Edit","Waylon",87,10A,88,2025-03-16,02:56,31,"nederpop, hollands","Traditional Music, Pop","Outlaw In 'Em",2018-03-03,58,6,0,73,0,30,-6,B minor,4,1Ryw2NPudgM1SRGZx91RbL,"WM Benelux BV",NLD291800011
2129,"A Matter of Time","Sennek",88,5A,59,2025-03-16,03:00,28,"","","A Matter of Time",2018-03-05,66,12,0,59,0,20,-6,C minor,4,2776nsJOmk3psqGSocg6lK,"Sony Music Entertainment",BEA031800002
2130,"A Matter of Time","Sennek",88,5A,59,2025-03-16,03:00,28,"","","A Matter of Time",2018-03-05,66,12,0,59,0,20,-6,C minor,4,2776nsJOmk3psqGSocg6lK,"Sony Music Entertainment",BEA031800002
2131,"Under the Ladder","MELOVIN",140,3A,75,2025-03-22,03:00,0,"","","Under the Ladder",2018-03-05,56,0,0,49,0,10,-6,A#/B♭ minor,4,0a4eEfoZEYCXte9Zk1r7YG,"UMPG MUSIC",UAME11830076
2132,"Under the Ladder","MELOVIN",140,3A,75,2025-03-22,03:00,0,"","","Under the Ladder",2018-03-05,56,0,0,49,0,10,-6,A#/B♭ minor,4,0a4eEfoZEYCXte9Zk1r7YG,"UMPG MUSIC",UAME11830076
2133,"Crazy","Franka",98,8A,41,2025-03-16,02:59,16,"","","Crazy",2018-03-07,67,36,0,37,0,60,-8,A minor,1,3C0Jl08p5aXD0MckMqBFmx,"Karpo Media",HRA431810101
2134,"Crazy","Franka",98,8A,41,2025-03-16,02:59,16,"","","Crazy",2018-03-07,67,36,0,37,0,60,-8,A minor,1,3C0Jl08p5aXD0MckMqBFmx,"Karpo Media",HRA431810101
2135,"Storm","SuRie",116,6B,73,2025-03-22,02:57,0,"","","Storm",2018-03-07,68,6,0,54,0,20,-6,A#/B♭,4,5MpHIqC75MbPp1PFkljSFz,"MMP Ltd.",GBKPL1801714
2136,"Storm","SuRie",116,6B,73,2025-03-22,02:57,0,"","","Storm",2018-03-07,68,6,0,54,0,20,-6,A#/B♭,4,5MpHIqC75MbPp1PFkljSFz,"MMP Ltd.",GBKPL1801714
2137,"We Got Love","Jessica Mauboy",114,9B,82,2025-03-16,03:22,40,"","","We Got Love",2018-03-09,61,0,0,30,0,20,-4,G,4,7kqujRWNEBhrpYt0eV0uw5,"Sony Music Entertainment",AUBM01800075
2138,"We Got Love","Jessica Mauboy",114,9B,82,2025-03-16,03:22,40,"","","We Got Love",2018-03-09,61,0,0,30,0,20,-4,G,4,7kqujRWNEBhrpYt0eV0uw5,"Sony Music Entertainment",AUBM01800075
2139,"Fuego","Eleni Foureira",101,10A,76,2025-03-16,03:03,0,"laïko","Pop","Fuego",2018-03-09,59,6,0,59,10,60,-5,B minor,4,22ppznuzVF9LKamaaqMMqu,"A-P Records / Panik Records",SE5W31800201
2140,"Fuego","Eleni Foureira",101,10A,76,2025-03-16,03:03,0,"laïko","Pop","Fuego",2018-03-09,59,6,0,59,10,60,-5,B minor,4,22ppznuzVF9LKamaaqMMqu,"A-P Records / Panik Records",SE5W31800201
2141,"Viszlát nyár (Eurovision Song Contest 2018)","AWS",164,2A,94,2025-03-16,02:58,28,"","","Viszlát nyár (Eurovision Song Contest 2018)",2018-03-09,35,0,0,43,0,10,-4,D#/E♭ minor,4,5hC0zQNulh7R4R8pM6gCJ9,"EDGE Records (HMR Music Kft.)",HUA631700563
2142,"Viszlát nyár (Eurovision Song Contest 2018)","AWS",164,2A,94,2025-03-16,02:58,28,"","","Viszlát nyár (Eurovision Song Contest 2018)",2018-03-09,35,0,0,43,0,10,-4,D#/E♭ minor,4,5hC0zQNulh7R4R8pM6gCJ9,"EDGE Records (HMR Music Kft.)",HUA631700563
2143,"O Jardim","Cláudia Pascoal, Isaura",120,6B,31,2025-03-16,02:38,31,"","","O Jardim",2018-03-09,50,84,0,10,0,20,-10,A#/B♭,4,6PV9CN9a7wHYPQvlXqkWwM,"Universal Music Portugal SA",PTUM71800059
2144,"O Jardim","Cláudia Pascoal, Isaura",120,6B,31,2025-03-16,02:38,31,"","","O Jardim",2018-03-09,50,84,0,10,0,20,-10,A#/B♭,4,6PV9CN9a7wHYPQvlXqkWwM,"Universal Music Portugal SA",PTUM71800059
2145,"Lost & Found","Eye Cue",120,4B,78,2025-03-16,03:04,0,"","","Lost & Found",2018-03-11,68,12,0,69,0,10,-2,G#/A♭,4,5pr2apsKCrMhoAwQ5ESJym,"Effective Records",RUB421800225
2146,"Lost & Found","Eye Cue",120,4B,78,2025-03-16,03:04,0,"","","Lost & Found",2018-03-11,68,12,0,69,0,10,-2,G#/A♭,4,5pr2apsKCrMhoAwQ5ESJym,"Effective Records",RUB421800225
2147,"Tu Canción","Amaia, Alfred García",121,8B,35,2025-03-22,03:00,37,"","","Tu Canción",2018-03-12,50,91,0,32,0,10,-7,C,3,5tNSU1bJKn1S42NyGSzShg,"Universal Music Spain S.L.",ES5701800130
2148,"Tu Canción","Amaia, Alfred García",121,8B,35,2025-03-22,03:00,37,"","","Tu Canción",2018-03-12,50,91,0,32,0,10,-7,C,3,5tNSU1bJKn1S42NyGSzShg,"Universal Music Spain S.L.",ES5701800130
2149,"Light Me Up (feat. Lukas Meijer)","Gromee, Lukas Meijer",122,10B,82,2025-03-16,03:38,31,"disco polo","Pop","Chapter One",2018-03-16,57,5,0,49,0,30,-5,D,4,7kopFAa8tHmRUltuTPckdY,"Sony Music Entertainment",PLB381800078
2150,"Light Me Up (feat. Lukas Meijer)","Gromee, Lukas Meijer",122,10B,82,2025-03-16,03:38,31,"disco polo","Pop","Chapter One",2018-03-16,57,5,0,49,0,30,-5,D,4,7kopFAa8tHmRUltuTPckdY,"Sony Music Entertainment",PLB381800078
2151,"X My Heart","AISEL",120,4B,79,2025-03-16,03:01,24,"","","X My Heart",2018-03-17,60,0,0,27,0,10,-7,G#/A♭,4,1P5JWcZw3zATCqSKMdHLKv,"k2id Productions",TCADN1872619
2152,"X My Heart","AISEL",120,4B,79,2025-03-16,03:01,24,"","","X My Heart",2018-03-17,60,0,0,27,0,10,-7,G#/A♭,4,1P5JWcZw3zATCqSKMdHLKv,"k2id Productions",TCADN1872619
2153,"Qami","Sevak",75,7A,50,2025-03-16,02:57,18,"","","Qami",2018-03-28,34,18,0,23,0,20,-8,D minor,4,2zO4FXoBn1hseWJmjzGpcM,"Universal Music A/S",DKUM71800096
2154,"Forever","ALEKSEEV",117,8A,59,2025-03-16,03:00,30,"","","Forever",2018-03-28,38,60,0,42,0,20,-5,A minor,4,4whyGYFECu1EEQ0qAHJfjy,"Universal Music A/S",DKUM71800087
2155,"Qami","Sevak",75,7A,50,2025-03-16,02:57,18,"","","Qami",2018-03-28,34,18,0,23,0,20,-8,D minor,4,2zO4FXoBn1hseWJmjzGpcM,"Universal Music A/S",DKUM71800096
2156,"Forever","ALEKSEEV",117,8A,59,2025-03-16,03:00,30,"","","Forever",2018-03-28,38,60,0,42,0,20,-5,A minor,4,4whyGYFECu1EEQ0qAHJfjy,"Universal Music A/S",DKUM71800087
2157,"For You","Ethno - Jazz Band Iriao",121,8A,56,2025-03-16,03:02,12,"","","For You",2018-03-28,27,55,0,21,0,20,-6,A minor,4,6qE0K1nD4YlXup3KCcP9Qw,"Universal Music A/S",DKUM71800094
2158,"For You","Ethno - Jazz Band Iriao",121,8A,56,2025-03-16,03:02,12,"","","For You",2018-03-28,27,55,0,21,0,20,-6,A minor,4,6qE0K1nD4YlXup3KCcP9Qw,"Universal Music A/S",DKUM71800094
2159,"Taboo","Christabelle",122,9B,62,2025-03-16,03:01,25,"","","Taboo",2018-03-28,64,20,0,15,0,60,-6,G,4,0peNaLeCABe70ovtFgGENP,"Universal Music A/S",SE5OR1800101
2160,"Taboo","Christabelle",122,9B,62,2025-03-16,03:01,25,"","","Taboo",2018-03-28,64,20,0,15,0,60,-6,G,4,0peNaLeCABe70ovtFgGENP,"Universal Music A/S",SE5OR1800101
2161,"Who We Are (feat. Jenifer Brening)","Jessika, Jenifer Brening",127,1A,76,2025-03-22,03:00,0,"","","Who We Are (feat. Jenifer Brening)",2018-03-30,67,5,0,61,0,10,-6,G#/A♭ minor,4,0dew6JXEmJOo8nRbPp9M6Y,"GRS MUSIC",ATEJ61800001
2162,"Who We Are (feat. Jenifer Brening)","Jessika, Jenifer Brening",127,1A,76,2025-03-22,03:00,0,"","","Who We Are (feat. Jenifer Brening)",2018-03-30,67,5,0,61,0,10,-6,G#/A♭ minor,4,0dew6JXEmJOo8nRbPp9M6Y,"GRS MUSIC",ATEJ61800001
2163,"Together","Ryan O'Shaughnessy",94,7B,33,2025-03-16,02:56,33,"","","Together",2018-04-03,70,73,0,28,0,10,-13,F,4,7jYLCd1CafwKxbuXgRc2rs,"Principium Records",IEPKT1800001
2164,"Together","Ryan O'Shaughnessy",94,7B,33,2025-03-16,02:56,33,"","","Together",2018-04-03,70,73,0,28,0,10,-13,F,4,7jYLCd1CafwKxbuXgRc2rs,"Principium Records",IEPKT1800001
2165,"Mall","Eugent Bushpepa",190,12B,81,2025-03-16,03:10,27,"","","Mall",2018-04-06,32,1,0,49,0,10,-4,E,3,6vGLWavGUuAs9vpZyprUl0,"Universal Music A/S",DKUM71800092
2166,"Mall","Eugent Bushpepa",190,12B,81,2025-03-16,03:10,27,"","","Mall",2018-04-06,32,1,0,49,0,10,-4,E,3,6vGLWavGUuAs9vpZyprUl0,"Universal Music A/S",DKUM71800092
2167,"Lie to Me","MIKOLAS",106,2B,70,2025-03-16,02:50,47,"","","Lie to Me",2018-04-06,84,1,0,66,10,30,-7,F#/G♭,4,6zBdVVksaTQeAzwfszbovz,"Ariola/Hansa Local",CZN271711111
2168,"Lie to Me","MIKOLAS",106,2B,70,2025-03-16,02:50,47,"","","Lie to Me",2018-04-06,84,1,0,66,10,30,-7,F#/G♭,4,6zBdVVksaTQeAzwfszbovz,"Ariola/Hansa Local",CZN271711111
2169,"My Lucky Day","DoReDoS",122,10A,87,2025-03-16,03:03,0,"","","My Lucky Day",2018-04-06,74,1,0,82,0,30,-5,B minor,4,0ThWw4Mty8Sb0mzaXyFvt8,"BIS Music",QZ5FN1842301
2170,"Inje","Vanja Radovanović",79,11A,45,2025-03-16,03:00,15,"","","Inje",2018-04-06,49,39,0,34,0,50,-6,F#/G♭ minor,4,4AQX7Nbg0ZuiA763Y6N8Uk,"Universal Music A/S",DKUM71800079
2171,"My Lucky Day","DoReDoS",122,10A,87,2025-03-16,03:03,0,"","","My Lucky Day",2018-04-06,74,1,0,82,0,30,-5,B minor,4,0ThWw4Mty8Sb0mzaXyFvt8,"BIS Music",QZ5FN1842301
2172,"Inje","Vanja Radovanović",79,11A,45,2025-03-16,03:00,15,"","","Inje",2018-04-06,49,39,0,34,0,50,-6,F#/G♭ minor,4,4AQX7Nbg0ZuiA763Y6N8Uk,"Universal Music A/S",DKUM71800079
2173,"No Estás Solo","Patricia Kraus",133,7B,69,2025-03-22,03:07,0,"","","Canciones Desnudas",2018-04-09,61,42,0,37,0,0,-7,F,4,7iytRdbLcFtiL8ZvR9CMKK,"Patricia Kraus distributed by Altafonte",ES71G1727957
2174,"No Estás Solo","Patricia Kraus",133,7B,69,2025-03-22,03:07,0,"","","Canciones Desnudas",2018-04-09,61,42,0,37,0,0,-7,F,4,7iytRdbLcFtiL8ZvR9CMKK,"Patricia Kraus distributed by Altafonte",ES71G1727957
2175,"Nova Deca","Sanja Ilic & Balkanika",125,10A,87,2025-03-22,03:09,24,"","","Nova Deca",2018-04-11,38,8,0,30,10,30,-4,B minor,4,7i4FrliOhykU6yxoue8Y9e,"Universal Music A/S",RSA041800032
2176,"Nova Deca","Sanja Ilic & Balkanika",125,10A,87,2025-03-22,03:09,24,"","","Nova Deca",2018-04-11,38,8,0,30,10,30,-4,B minor,4,7i4FrliOhykU6yxoue8Y9e,"Universal Music A/S",RSA041800032
2177,"L'oiseau et l'enfant","Marie Myriam",121,5B,56,2025-03-16,03:04,12,"chanson, variété française","Folk, Traditional Music, Pop","Favorieten Expres - Songfestival Hits",2018-04-27,63,72,0,63,0,80,-8,D#/E♭,4,4oCOitoxxACBynyDGvjnRA,"Universal Music, a division of Universal International Music BV",FRZ027700730
2178,"L'oiseau et l'enfant","Marie Myriam",121,5B,56,2025-03-16,03:04,12,"chanson, variété française","Folk, Traditional Music, Pop","Favorieten Expres - Songfestival Hits",2018-04-27,63,72,0,63,0,80,-8,D#/E♭,4,4oCOitoxxACBynyDGvjnRA,"Universal Music, a division of Universal International Music BV",FRZ027700730
2179,"'t Is Genoeg","Conny Vandenbos",77,4A,55,2025-03-16,02:45,20,"hollands, nederpop","Traditional Music, Pop","Favorieten Expres - Songfestival Hits",2018-04-27,39,80,0,73,0,30,-8,F minor,4,3TJfREfAkor5xk200uAEFf,"Universal Music, a division of Universal International Music BV",NLA306500070
2180,"'t Is Genoeg","Conny Vandenbos",77,4A,55,2025-03-16,02:45,20,"hollands, nederpop","Traditional Music, Pop","Favorieten Expres - Songfestival Hits",2018-04-27,39,80,0,73,0,30,-8,F minor,4,3TJfREfAkor5xk200uAEFf,"Universal Music, a division of Universal International Music BV",NLA306500070
2181,"Nobody But You","Cesar Sampson",85,10A,51,2025-03-16,03:03,39,"","","Nobody But You",2018-05-04,50,9,0,43,0,30,-6,B minor,4,41gxXNTTz6LNVY2LIKoRHn,"Universal Music GmbH",ATUM71800076
2182,"Nobody But You","Cesar Sampson",85,10A,51,2025-03-16,03:03,39,"","","Nobody But You",2018-05-04,50,9,0,43,0,30,-6,B minor,4,41gxXNTTz6LNVY2LIKoRHn,"Universal Music GmbH",ATUM71800076
2183,"Bones","Equinox",88,11A,66,2025-03-16,02:59,38,"","","Bones",2018-05-04,48,14,0,50,0,10,-7,F#/G♭ minor,4,39qWzdNJSioJzfemhwXtDw,"Universal Music GmbH",ATUM71800075
2184,"Bones","Equinox",88,11A,66,2025-03-16,02:59,38,"","","Bones",2018-05-04,48,14,0,50,0,10,-7,F#/G♭ minor,4,39qWzdNJSioJzfemhwXtDw,"Universal Music GmbH",ATUM71800075
2185,"You Let Me Walk Alone","Michael Schulte",75,1B,28,2025-03-16,02:57,50,"","","Dreamer",2018-05-04,45,78,0,42,0,10,-10,B,4,07qlsG6DYRLBbovwca9Vbr,"VERY US RECORDS",DEPT21800004
2186,"Aufrecht geh'n","Mary Roos",80,7B,70,2025-03-16,03:05,19,"schlager, schlagerparty","Easy Listening, Pop","Mary (Meine Songs)",2018-05-04,57,48,0,59,0,10,-5,F,4,3StkH3LklHrkvDFEbn5k9g,"Sony Music Catalog",DEC738400001
2187,"Nur die Liebe lässt uns leben","Mary Roos",99,12B,68,2025-03-16,03:10,6,"schlager, schlagerparty","Easy Listening, Pop","Mary (Meine Songs)",2018-05-04,45,26,0,81,0,50,-5,E,4,0oT0Tk2k2T1bwwxLb4gCKs,"Sony Music Catalog",DEE867200081
2188,"You Let Me Walk Alone","Michael Schulte",75,1B,28,2025-03-16,02:57,50,"","","Dreamer",2018-05-04,45,78,0,42,0,10,-10,B,4,07qlsG6DYRLBbovwca9Vbr,"VERY US RECORDS",DEPT21800004
2189,"Aufrecht geh'n","Mary Roos",80,7B,70,2025-03-16,03:05,19,"schlager, schlagerparty","Easy Listening, Pop","Mary (Meine Songs)",2018-05-04,57,48,0,59,0,10,-5,F,4,3StkH3LklHrkvDFEbn5k9g,"Sony Music Catalog",DEC738400001
2190,"Nur die Liebe lässt uns leben","Mary Roos",99,12B,68,2025-03-16,03:10,6,"schlager, schlagerparty","Easy Listening, Pop","Mary (Meine Songs)",2018-05-04,45,26,0,81,0,50,-5,E,4,0oT0Tk2k2T1bwwxLb4gCKs,"Sony Music Catalog",DEE867200081
2191,"Diday Diday Day","MFÖ",104,10B,66,2025-03-22,02:57,0,"anatolian rock, turkish pop","Rock, Traditional Music, Pop","The Best of MFÖ",2018-05-28,71,23,0,96,0,10,-13,D,4,5DWricH7kjI7rUqvV4THpJ,"Ossi Müzik",TR3760700028
2192,"Diday Diday Day","MFÖ",104,10B,66,2025-03-22,02:57,0,"anatolian rock, turkish pop","Rock, Traditional Music, Pop","The Best of MFÖ",2018-05-28,71,23,0,96,0,10,-13,D,4,5DWricH7kjI7rUqvV4THpJ,"Ossi Müzik",TR3760700028
2193,"Toy (Music Video Version)","Netta",130,2A,75,2025-03-16,03:00,44,"","","Toy (Music Video Version)",2018-06-08,56,10,0,74,10,30,-5,D#/E♭ minor,4,4FSRhbNIyEsLfna90zIFxA,"S-Curve Records",IL5181100110
2194,"Toy (Music Video Version)","Netta",130,2A,75,2025-03-16,03:00,44,"","","Toy (Music Video Version)",2018-06-08,56,10,0,74,10,30,-5,D#/E♭ minor,4,4FSRhbNIyEsLfna90zIFxA,"S-Curve Records",IL5181100110
2195,"Det var en yndig tid","Katy Bødtger",104,5B,36,2025-03-16,03:33,8,"dansktop, dansk pop","Pop","TætPå (Vol. 1)",2018-06-17,38,99,1,43,0,30,-9,D#/E♭,4,5BDCliCfR6nijIdfwJDT4U,"HatTrick",DKNA21020502
2196,"Det var en yndig tid","Katy Bødtger",104,5B,36,2025-03-16,03:33,8,"dansktop, dansk pop","Pop","TætPå (Vol. 1)",2018-06-17,38,99,1,43,0,30,-9,D#/E♭,4,5BDCliCfR6nijIdfwJDT4U,"HatTrick",DKNA21020502
2197,"Les amants de minuit","Michèle Arnaud",99,1B,23,2025-03-16,02:37,2,"french pop, chanson","Folk, Traditional Music, Pop","La chanson de prévert",2018-06-26,39,95,0,15,0,0,-10,B,4,4Htfcujp7KxcgEnJeRrAbT,"Milestones Records",FR4HR1807312
2198,"Les amants de minuit","Michèle Arnaud",99,1B,23,2025-03-16,02:37,2,"french pop, chanson","Folk, Traditional Music, Pop","La chanson de prévert",2018-06-26,39,95,0,15,0,0,-10,B,4,4Htfcujp7KxcgEnJeRrAbT,"Milestones Records",FR4HR1807312
2199,"Skibet skal sejle i nat","Gustav Winckler, Birthe Wilke",93,5B,28,2025-03-16,03:42,2,"","","25 Radio Hits Vol. 1",2018-08-09,38,92,0,46,0,0,-11,D#/E♭,4,5EFhfGFskfw135MDHCoWTi,"ArtClass",DKNA21705708
2200,"Skibet skal sejle i nat","Gustav Winckler, Birthe Wilke",93,5B,28,2025-03-16,03:42,2,"","","25 Radio Hits Vol. 1",2018-08-09,38,92,0,46,0,0,-11,D#/E♭,4,5EFhfGFskfw135MDHCoWTi,"ArtClass",DKNA21705708
2201,"Life","Toše Proeski",136,8A,94,2025-03-16,03:03,0,"","","The Best of Collection",2018-08-15,72,16,0,79,10,0,-3,A minor,1,48PqxCGBzqKJjRVJnR0fDB,"City Records",RSA221830499
2202,"Life","Toše Proeski",136,8A,94,2025-03-16,03:03,0,"","","The Best of Collection",2018-08-15,72,16,0,79,10,0,-3,A minor,1,48PqxCGBzqKJjRVJnR0fDB,"City Records",RSA221830499
2203,"Irgendwoher","Christa Williams",125,8B,50,2025-03-22,02:55,3,"schlager","Easy Listening, Pop","Himmelblaue Serenade - 49 große Erfolge",2018-08-17,44,77,0,51,0,20,-7,C,3,53zBk1K2D6pPImun8CPmdc,"Musictales",DER751866030
2204,"Irgendwoher","Christa Williams",125,8B,50,2025-03-22,02:55,3,"schlager","Easy Listening, Pop","Himmelblaue Serenade - 49 große Erfolge",2018-08-17,44,77,0,51,0,20,-7,C,3,53zBk1K2D6pPImun8CPmdc,"Musictales",DER751866030
2205,"Libera","Mia Martini",112,8B,80,2025-03-16,04:02,0,"italian singer-songwriter, singer-songwriter","Folk","La vita è così",2018-09-14,57,2,0,96,0,0,-7,C,4,0MGpPqTsKPypiGOapBiDyP,"Sony Music/BMG Rights Management",ITB007770623
2206,"Libera","Mia Martini",112,8B,80,2025-03-16,04:02,0,"italian singer-songwriter, singer-songwriter","Folk","La vita è così",2018-09-14,57,2,0,96,0,0,-7,C,4,0MGpPqTsKPypiGOapBiDyP,"Sony Music/BMG Rights Management",ITB007770623
2207,"Jij Bent Mijn Leven","Anneke Gronloh",132,10B,54,2025-03-16,03:01,5,"hollands, indorock, nederpop","Traditional Music, Rock, Pop","Favorieten Expres",2018-09-14,48,11,0,65,0,30,-9,D,4,45gyXIShQP2CAibAvNR35t,"Universal Music, a division of Universal International Music BV",NLA306400091
2208,"Jij Bent Mijn Leven","Anneke Gronloh",132,10B,54,2025-03-16,03:01,5,"hollands, indorock, nederpop","Traditional Music, Rock, Pop","Favorieten Expres",2018-09-14,48,11,0,65,0,30,-9,D,4,45gyXIShQP2CAibAvNR35t,"Universal Music, a division of Universal International Music BV",NLA306400091
2209,"Adio","Knez",95,11A,51,2025-03-16,03:04,0,"","","Adio",2018-09-24,37,68,0,27,0,0,-8,F#/G♭ minor,4,3vfkDz867zwX33cBqlNWVv,"Knez",RSA221820252
2210,"Adio","Knez",95,11A,51,2025-03-16,03:04,0,"","","Adio",2018-09-24,37,68,0,27,0,0,-8,F#/G♭ minor,4,3vfkDz867zwX33cBqlNWVv,"Knez",RSA221820252
2211,"We Are the Heroes","Litesound",120,12A,89,2025-03-16,03:01,16,"","","Litesound",2018-09-30,52,1,0,51,0,0,-4,C♯/D♭ minor,4,3AbXaLUm16SoW9Q9mxxt66,"Litesound",AEA0D1854331
2212,"We Are the Heroes","Litesound",120,12A,89,2025-03-16,03:01,16,"","","Litesound",2018-09-30,52,1,0,51,0,0,-4,C♯/D♭ minor,4,3AbXaLUm16SoW9Q9mxxt66,"Litesound",AEA0D1854331
2213,"L'Amour S'En Va - Remastered","Françoise Hardy",105,10B,31,2025-03-16,02:27,0,"chanson, french pop, variété française, french jazz","Folk, Traditional Music, Jazz, Pop","Mes Débuts (Remastered)",2018-11-09,47,39,0,40,0,10,-9,D,4,7fGlVINs6TgZcCt5QMzxXq,"Universal Digital Enterprises",DEXN81817992
2214,"L'Amour S'En Va - Remastered","Françoise Hardy",105,10B,31,2025-03-16,02:27,0,"chanson, french pop, variété française, french jazz","Folk, Traditional Music, Jazz, Pop","Mes Débuts (Remastered)",2018-11-09,47,39,0,40,0,10,-9,D,4,7fGlVINs6TgZcCt5QMzxXq,"Universal Digital Enterprises",DEXN81817992
2215,"Mitt Liv","Kate Gulbrandsen",167,3B,63,2025-03-16,03:03,0,"norwegian pop","Pop","Mitt Liv",2018-12-14,49,53,0,50,0,30,-8,C♯/D♭,4,3k5OROWCO1y95A0kbzB1U3,"915011 Records DK",QZES91866149
2216,"Mitt Liv","Kate Gulbrandsen",167,3B,63,2025-03-16,03:03,0,"norwegian pop","Pop","Mitt Liv",2018-12-14,49,53,0,50,0,30,-8,C♯/D♭,4,3k5OROWCO1y95A0kbzB1U3,"915011 Records DK",QZES91866149
2217,"Pred da Se Razdeni (feat. Esma Redzepova)","Lozano, Esma Redzepova",125,6B,91,2025-03-16,03:07,18,"","","Deset",2018-12-18,56,0,0,28,0,30,-4,A#/B♭,4,1NsmxRrhvkV2ccrnsgoafc,"Lozano",uscgh1938630
2218,"Pred da Se Razdeni (feat. Esma Redzepova)","Lozano, Esma Redzepova",125,6B,91,2025-03-16,03:07,18,"","","Deset",2018-12-18,56,0,0,28,0,30,-4,A#/B♭,4,1NsmxRrhvkV2ccrnsgoafc,"Lozano",uscgh1938630
2219,"Storm","Victor Crone",128,10B,59,2025-03-16,03:05,35,"","","Storm",2018-12-21,62,5,0,29,0,0,-5,D,4,5oFGpjPtk5R32LITfkkMLx,"Star Management",EEDD11800003
2220,"Storm","Victor Crone",128,10B,59,2025-03-16,03:05,35,"","","Storm",2018-12-21,62,5,0,29,0,0,-5,D,4,5oFGpjPtk5R32LITfkkMLx,"Star Management",EEDD11800003
2221,"Az Én Apám","Pápai Joci",96,7A,44,2025-03-16,03:01,0,"","","Az Én Apám",2018-12-23,70,77,0,36,0,0,-8,D minor,4,0816B4MN0oYYK2kxvLcEcN,"Origo Produkció",HUB001800081
2222,"Az Én Apám","Pápai Joci",96,7A,44,2025-03-16,03:01,0,"","","Az Én Apám",2018-12-23,70,77,0,36,0,0,-8,D minor,4,0816B4MN0oYYK2kxvLcEcN,"Origo Produkció",HUB001800081
2223,"Home - Eurovision Version","Kobi Marimi",110,4B,42,2025-03-16,03:00,13,"","","Home (Eurovision Version)",2019-01-01,56,70,0,24,0,10,-7,G#/A♭,4,1JnmG2nsO1BGJzN0TB3WP8,"Tedy Productions under exclusive license to D-Music",FR2X41967798
2224,"Home - Eurovision Version","Kobi Marimi",110,4B,42,2025-03-16,03:00,13,"","","Home (Eurovision Version)",2019-01-01,56,70,0,24,0,10,-7,G#/A♭,4,1JnmG2nsO1BGJzN0TB3WP8,"Tedy Productions under exclusive license to D-Music",FR2X41967798
2225,"Friend of a Friend","Lake Malawi",106,8A,74,2025-03-16,02:52,35,"","","Friend of a Friend",2019-01-07,70,27,0,41,0,0,-5,A minor,4,2U7Zc6NrWQgUWdBAIFrzdI,"HOLIDAYS FOREVER s.r.o.",CZK701801001
2226,"Friend of a Friend","Lake Malawi",106,8A,74,2025-03-16,02:52,35,"","","Friend of a Friend",2019-01-07,70,27,0,41,0,0,-5,A minor,4,2U7Zc6NrWQgUWdBAIFrzdI,"HOLIDAYS FOREVER s.r.o.",CZK701801001
2227,"Para Llenarme De Ti","Ramón del Castillo",102,8A,94,2025-03-22,02:59,14,"","","Obsesión Latina",2019-01-14,74,21,0,75,10,30,-7,A minor,4,7htPtEKuXTDQdUfpz6h2XO,"Big Moon Records",ES7510930805
2228,"Para Llenarme De Ti","Ramón del Castillo",102,8A,94,2025-03-22,02:59,14,"","","Obsesión Latina",2019-01-14,74,21,0,75,10,30,-7,A minor,4,7htPtEKuXTDQdUfpz6h2XO,"Big Moon Records",ES7510930805
