song_key,artist_key,year,lyrics,to_country,matched_song_key,matched_artist_key,Album Date,danceability,energy,valence,tempo,acousticness,instrumentalness,speechiness,liveness,loudness,key,music_available,lyrics_translation,language,total_words,negative,positive,sentiment_score,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,dominant_theme,arc,ending,arc_fit_pct,total_emotion_words,joy_pct,fear_pct,sadness_pct,anger_pct,trust_pct,disgust_pct,anticipation_pct,surprise_pct
love millennium of,eamonn toal,2000,"Nature's child lays beside a mother's broken heart We stand denied the power and glory Bitterness can't feed the hungry, hate just leaves us cold It's time to change it  I lit a candle in a dream I thought I heard Liberated voices crying freedom Open hearts, open doors in truth and honesty Let wisdom be the guiding light  Celebrate the new millennium of love Where our footprints leave a harvest for the children Somewhere on our journey lies a world beyond compare I believe we all have the answer  A cloud can hide a mountain And a face can hide the pain Search until you find the answer There is no reason Who can understand man's inhumanity to man?  Celebrate the new millennium of love Where our footprints leave a harvest for the children Somewhere on our journey lies a world beyond compare I believe, I believe, I believe, I believe in you  (Celebrate the new millennium of love) Let our footprints leave a harvest for the children Somewhere on our journey lies a world beyond compare I believe we all have the answer I believe we all have the answer",Ireland,love millennium of,eamonn toal,2000-01-01,42,48,28,76,58,0,0,10,-6,E,TRUE,English,English,80,11,10,-1,3,11,2,9,12,10,3,5,joy,rise-fall-rise,happy ending,100,55,21.818181818181817,16.363636363636363,18.181818181818183,5.454545454545454,9.090909090909092,3.6363636363636362,20,5.454545454545454
are calling my name spirits when,pontare roger,2000,"I am caught in a trap, there is no turning back, I'm finally facin' the fear The sky is on fire, and up with the flames, my hope and my dreams disappear So bring me the power, I'll be the king of the land and the seas Show me the way to go, let me fight with my body and soul  Let me be the native son with freedom in my heart Life will never be the same when spirits are calling my name My name...  Let me out of the darkness, the shadow of pain, and I'm keepin' my promise to you My people, my spirit, the home of my heart - you're with me wherever I go So bring me the power, I'll be the king of the land and the seas I've got a way to go, let me fight with my body and soul  Let me be the native son with freedom in my heart Life will never be the same when spirits are calling my name My name...  So bring me the power, I'll be the king of the land and the seas I've got a way to go, let me fight with my body and soul  Let me be the native son with freedom in my home Life will never be the same when spirits are calling my name  Spirits are calling my name",Sweden,are calling my name spirits when,pontare roger,2000-05-01,53,85,47,123,5,0,0,20,-3,G minor,TRUE,English,English,67,4,4,0,5,6,1,8,10,2,6,6,joy,rise,happy ending,33.33333333333333,44,22.727272727272727,18.181818181818183,4.545454545454546,11.363636363636363,13.636363636363635,2.272727272727273,13.636363636363635,13.636363636363635
desire,claudette pace,2000,"From the first day I saw you To the last time we met I've desired to hold you Have you and make you mine  But to have and to hold To love and to grow It takes two hearts that beat To the rhythm of one  When you push me away I taste fear and pain Turns my fire to smoke With one word, with one stroke  Deep in my heart is desire to love Deep in my soul is desire to grow Deep in your smile is desire for more Deep when we kiss, the feeling that can't be missed  Let me live, let me die Let me laugh, let me cry Let me burn in your fire In flames of desire  Be my river of hope My mountain of truth Let me colour your life With the colour of love  Deep in my heart is desire to love Deep in my soul is desire to grow Deep in your smile is desire for more Deep when we kiss, the feeling that can't be missed  Dejjem ridtek Dejjem xtaqtek Lilek ћabbejt  Take me up, take me down Take me into your arms Spin the magic of love With one word, with one smile  My desire runs deep And I'm losing sleep I wake up to the light You're the key to my heart  Deep in my heart is desire to love Deep in my soul is desire to grow Deep in your smile is desire for more Deep when we kiss, the feeling that can't be missed  (Deep in my heart is desire to love) Deep in my soul (Deep in my soul is desire to grow) Deep in your smile is desire for more Deep when we kiss, the feeling that can't be missed  Desire, desire, desire, desire love",Malta,desire esc,claudette pace,2014-03-18,71,82,52,106,35,0,0,0,-6,G,TRUE,English,English (Maltese),125,11,14,3,6,16,4,10,28,9,15,18,joy,rise-fall,sad ending,47.368421052631575,106,26.41509433962264,9.433962264150944,8.49056603773585,5.660377358490567,16.9811320754717,3.7735849056603774,15.09433962264151,14.150943396226415
andeli kada zaspu,goran karan,2000,"Poljubi me i budi tu Da sklopim oči na tvom toplom ramenu Poljubi me i budi tu Nek srce lupa kao da je prvi put Poljubi me, pomoli se Sve svijeće svijeta nek se za nas upale  Ostani ovu noć, kad svi mi prijete Ostani, zagrli me kao dijete Ostani, kad sva si ljubav moja samo ti Ostani, da me čuvaš kada zaspu anđeli  Poljubi me i budi tu Nek srce lupa kao da je prvi put Poljubi me, pomoli se Sve svijeće svijeta nek se za nas upale  Ostani ovu noć, kad svi mi prijete Ostani, zagrli me kao dijete Ostani, kad sva si ljubav moja samo ti  Ostani ovu noć, kad svi mi prijete Ostani, zagrli me kao dijete Ostani, kad sva si ljubav moja samo ti Ostani, da me čuvaš kada zaspu anđeli",Croatia,andeli kada zaspu,goran karan,NA,56.49999999999999,60.4,63.5,152.153,31.4,0,3.4099999999999997,9.3,-7.216,4,TRUE,"Kiss me and stay here
That I can close my eyes on your warm shoulder
Kiss me and stay here
Let my heart pound, like it's the first time
Kiss me, pray
Let all the candles in the world be litten for us Stay, this night when everyone is threatening me
Stay, embrace me like a child
Stay, when only you are all my love
Stay, guard me when the angels fall asleep Kiss me and stay here
Let my heart pound, like it's the first time
Kiss me, pray
Let all the candles in the world be litten for us Stay, this night when everyone is threatening me
Stay, embrace me like a child
Stay, when only you are all my love
Stay, this night when everyone is threatening me
Stay, embrace me like a child
Stay, when only you are all my love
Stay, guard me when the angels fall asleep",Croatian,60,5,4,-1,5,15,3,7,16,2,10,8,joy,fall-rise-fall,sad ending,25,66,24.242424242424242,10.606060606060606,3.0303030303030303,7.575757575757576,12.121212121212121,4.545454545454546,22.727272727272727,15.151515151515152
anla yorgunum,ayhan band pinar sos,2000,"Bak, akan o her damla bir yana Sararıyor geçmiş sayfamda İzleri siliniyor, renkleri soluyor Sevgisiz anıların  Çal, benim için son bir defa çal Yüreğimin sızısını al Al götür uzağına, sevgisiz anıların Acısına yanarım  Duyuyor musun kırgın sessizliğimi, sustuğum anda? Kapıyor musun hala bana gözlerini? Yorgunum anla Duyuyor musun kırgın sessizliğimi, sustuğum anda? Kapıyor musun hala bana gözlerini? Yorgunum anla  Artık izleri siliniyor Renkleri soluyor Sevgisiz anıların  Cry for the song that's playin' round and round  You used to sing just for me all alone  And it hurts my heart to know  The love we shared so long will follow you like a nightmare  Then you will care   Do you hear the sound of silence, the moment I don't wanna talk and cry?  Do you really close your eyes? Don't you see I'm weary? Tell me why  Do you hear the sound of silence, the moment I don't wanna talk and cry?  Do you really close your eyes? Don't you see I'm weary? Tell me why   Duyuyor musun kırgın sessizliğimi, sustuğum anda? Kapıyor musun hala bana gözlerini? Dönmedim sana, kalbine gizle beni Yorgunum artık, anla beni",Turkey,anla yorgunum,ayhan group pınar sos,2000-04-10,54,54,84,94,53,0,0,0,-13,G minor,TRUE,"Look, every tear is rolling down my cheek
My sheet of the past is turning yellow
The tracks are covered up, the colours are fading
Memories without love Play it for me for the last time
Take the sorrow from my heart
Take the memories without love and carry them far away
I suffer from their sadness Do you hear my aggrieved silence the moment I don't speak?
Do you still close your eyes to me? Understand that I'm weary
Do you hear my aggrieved silence the moment I don't speak?
Do you still close your eyes to me? Understand that I'm weary At last the tracks are covered
The colours are fading
Memories without love Play it for me for the last time
Take the sorrow from my heart
Take the memories without love and carry them far away
Relight my fire inside Do you hear my aggrieved silence the moment I don't speak?
Do you still close your eyes to me? Understand that I'm weary
Do you hear my aggrieved silence the moment I don't speak?
Do you still close your eyes to me? Understand that I'm weary Do you hear my aggrieved silence the moment I don't speak?
Do you still close your eyes to me?
I won't come back to you, keep me secretly in your heart
Understand me at last, I'm weary",Turkish/English,84,14,4,-10,0,2,0,3,4,8,0,1,sadness,fall-rise-fall,sad ending,16.666666666666664,18,22.22222222222222,16.666666666666664,44.44444444444444,0,5.555555555555555,0,11.11111111111111,0
boom goes heart my,charmed,2000,"Wooh!  Summer, Saturday and sunshine, suddenly, I saw you there A stunning sight from God knows where You were standing in the shadows, looking quite impossible I lost my mind and popsicle  A radio was singing Something blue in perfect tune Half a look over your shoulder I couldn't keep from staring back at you  My heart goes boom when I see you, baby Don't you tell me maybe, it can never be too soon My heart goes boom, put your arms around me Say you're glad you found me, take me spinning round the moon My heart goes boom  Summer, Saturday, and sunset, you said hello and I said hi And something lit the evening sky You came out of the shadows with a teasing twinkle in your eye And took my senses for a ride  A radio was playing Something slow in perfect tune Half a smile as you sat down I couldn't seem to keep my eyes off you  My heart goes boom when I see you, baby Don't you tell me maybe, it can never be too soon My heart goes boom, put your arms around me Say you're glad you found me, take me spinning round the moon (My heart goes boom)  A radio was singing Something blue in perfect tune Half a look over your shoulder I couldn't seem to keep my eyes off you  My heart goes... My heart goes boom when I see you, baby Don't you tell me maybe, it can never be too soon My heart goes boom, put your arms around me Say you're glad you found me, take me spinning round the moon My heart goes boom  Oh baby, my heart goes boom",Norway,boom goes heart my,charmed,2000-01-01,66,91,93,105,32,0,0,0,-4,B,TRUE,English,English,94,3,18,15,1,9,0,2,17,4,2,10,joy,rise,happy ending,11.11111111111111,45,37.77777777777778,4.444444444444445,8.88888888888889,2.2222222222222223,22.22222222222222,0,20,4.444444444444445
me tell,august telma,2000,"With you in my life, it's destined to be right And I know that it's true, girl, I was only made for you So why don't we make the pieces fit and pack our bags tonight? And go wherever love will take us, we'll make it all right  Tell me, tell me, tell me once, tell me twice Tell me there is no compromise We'll be together all the time So say you will be mine  Oo... with you by my side, I'm on a rollercoaster-ride And I know that it's true - boy, I was only made for you Listen to me now, you've got to give me a sign 'Cause I can't wait here any longer, make up your mind  Tell me, tell me, tell me once, tell me twice Tell me there is no compromise We'll be together all the time  Tell me, tell me, tell me once, tell me twice Tell me there is no compromise We'll be together all the time So say you will be mine  If you only knew all that we could do We'd be together all alone, you and me Like we were always meant to be  Oh... I don't know if it's fact or fiction But I'm sure we'll make the right decision Look into my eyes now, baby, give it all you've got  Tell me, tell me, tell me once, tell me twice Tell me there is no compromise We'll be together all the time  Tell me, tell it to me once, tell me twice Tell me there is no compromise We'll be together all the time",Iceland,iceland me orginal tell version,august telma,2010-09-10,50,84,75,145,0,0,0,10,-7,D,TRUE,English,English,36,2,1,-1,0,7,0,0,4,0,0,2,anticipation,fall-rise,happy ending,33.33333333333333,13,30.76923076923077,0,0,0,15.384615384615385,0,53.84615384615385,0
goodbyes no,linda wagenmakers,2000,"Don't you know what you are doing to me? This ain't the way to work things out Tell me something that I've never heard before We gotta get off this crazy roundabout  No more doubting, no more fears No more cheating, no more tears No more questions, no more lies No farewells, no goodbyes No goodbyes  I don't understand why you keep saying: ""Oh, everything's just fine, there's nothing wrong"" Something's been happening that we cannot ignore It's time for us to sing a different song  No more doubting, no more fears No more cheating, no more tears No more questions, no more lies No farewells, no goodbyes No goodbyes  Oh, don't say anything you'll wish you hadn't said Just say nothing at all (say nothing at all) 'Cause I know love will grow when you go Don't say goodbye, oh no  Don't say goodbye, no goodbyes (No goodbyes) Don't say anything you'll wish you hadn't said, my baby (No goodbyes) Oh no, oh no, no  (Yeah...) No farewells, no goodbyes",Netherlands,goodbyes no,linda wagenmakers,NA,64.5,87.6,65.7,134.995,1.48,0.09179999999999999,4.02,39.4,-6.574,10,TRUE,English,English,43,9,2,-7,1,3,0,1,4,2,0,2,joy,rise-fall-rise,happy ending,22.22222222222222,13,30.76923076923077,7.6923076923076925,15.384615384615385,7.6923076923076925,15.384615384615385,0,23.076923076923077,0
all to you,girls rounder the,2000,"I never was the one to carry on But everything is different since you came along In the middle of something special, I never felt this way before Now I need a little time to understand a little more  I can't explain the way you made me feel (Made me feel) Or the moment that my heart began to reel (Reel) You took me in a new direction, you're showin' me a different way (Different way) Now I'm in a situation, I will be the one to say  Why don't you take me, my baby Hold me for all time and never leave me, believe me Let me be your one and only Love me like you do and let me give my lovin' all to you Oh yeah...  Now I know it's love, and that's a fact (That's a fact) No return, there is no goin' back (No, no, no, no) It might be the way you make me crazy, you always take my breath away And now there's only one thing, baby, that there's left for me to say  Why don't you take me, my baby Hold me for all time and never leave me, believe me I will always be by your side Always on my mind, my baby, take me  And everything I feel is from the bottom of my heart (Yeah...) I'll give you everything I have, I'll give you what you never had  Why don't you take me, my baby Hold me for all time and never leave me, believe me I will always be by your side Always on my mind, you take what's wrong and make it right  I really need you, to feel you Wrap me in your arms, surround me sweetly, completely Let me be your one and only Love me like you do, just let me give my lovin' all to you  Let me give my lovin' all to you",Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,English,English,54,2,4,2,1,5,0,1,9,5,3,1,joy,fall-rise-fall,sad ending,42.857142857142854,25,36,4,20,4,4,0,20,12
100 ljubam te,xxl,2000,"Sto posto te ljubam, sto posto e da A nadež da gubam jas nemam namera Sto posto te ljubam, sto posto e da I pak kje ti rečam da jas sum uporna  Sto posto te ljubam, sto posto e da A nadež da gubam jas nemam namera Sto posto te ljubam, sto posto e da I pak kje ti rečam da jas sum uporna  Ko bajadera sladok e, sladok e, sladok žimi se A koga kje te pogledne, dali e slučajno il' ne? Večerva kje go osvojam, na uvce kje mu došepnam Za da go potsetam  Ne, nemoj da zaboraviš, na dzidot pokraj krevetot Slika od vesnikot da isečeš i da me uramiš I nemoj da zaboraviš večerva da me sonuvaš  Sto posto te ljubam, sto posto e da A nadež da gubam jas nemam namera Sto posto te ljubam, sto posto e da I pak kje ti rečam da jas sum uporna  Sto posto te ljubam, sto posto e da A nadež da gubam jas nemam namera Sto posto te ljubam, sto posto e da I pak kje ti rečam da jas sum uporna  Ooh lalala lalalala... Ooh lalala... Ooh lalala...  Ne, nemoj da zaboraviš, na dzidot pokraj krevetot Slika od vesnikot da isečeš i da me uramiš I nemoj da zaboraviš večerva da me sonuvaš  Sto posto te ljubam, sto posto e da A nadež da gubam jas nemam namera Sto posto te ljubam, sto posto e da I pak kje ti rečam da jas sum uporna  I love you one hundred percent, yes, I do And I often wonder if you would love me too I love you one hundred percent, yes, I do And I'll make you see that this heart of mine is true And I'll make you see that this heart of mine is true  I love you one hundred percent, yes, I do",North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"One hundred percent I love you, one hundred percent I do
And I have no intention of losing hope
One hundred percent I love you, one hundred percent I do
And I’ll tell you again that I’m persistent
One hundred percent I love you, one hundred percent I do
And I have no intention of losing hope
One hundred percent I love you, one hundred percent I do
And I’ll tell you again that I’m persistent
He’s as sweet as chocolate, he’s sweet, so sweet, I swear
And when he looks at you, is it coincidentally?
Tonight I’ll get him, I’ll whisper in his ear
To remind him
No, don’t forget, on the wall by your bed
To cut my photo from a magazine and frame it
And don’t forget to dream of me tonight
One hundred percent I love you, one hundred percent I do
And I have no intention of losing hope
One hundred percent I love you, one hundred percent I do
And I’ll tell you again that I’m persistent
One hundred percent I love you, one hundred percent I do
And I have no intention of losing hope
One hundred percent I love you, one hundred percent I do
And I’ll tell you again that I’m persistent
Ooh lalala lalalala…
Ooh lalala…
Ooh lalala…
No, don’t forget, on the wall by your bed
To cut my photo from a magazine and frame it
And don’t forget to dream of me tonight
One hundred percent I love you, one hundred percent I do
And I have no intention of losing hope
One hundred percent I love you, one hundred percent I do
And I’ll tell you again that I’m persistent
I love you one hundred percent, yes, I do
And I often wonder if you would love me too
I love you one hundred percent, yes, I do
And I’ll make you see that this heart of mine is true
And I’ll make you see that this heart of mine is true
I love you one hundred percent, yes, I do

",Macedonian/English,143,5,17,12,5,9,0,0,25,5,8,12,joy,rise-fall-rise,happy ending,17.94871794871795,64,39.0625,0,7.8125,7.8125,18.75,0,14.0625,12.5
again dont play song that,french nicki,2000,"Once I had a dream I thought we had everything Living such a perfect life We had it all And our love took flight Deep into the night  Now I'm alone again But I'm... I'm gonna be strong And the tears that I have cried You'll never see Oh... but crying in vain was never for me  Don't play that song again Reminding me of how it used to be Don't play that song again I wish it could be like before When you were here with me, oh yeah Oh deejay, please don't play Don't play that song again (song again)  Time, time changes everything And that's what they say But it's too late for regrets When all's said and done It just wasn't meant to be Now I'm the lonely one  Don't play that song again Reminding me of how it used to be Don't play that song again I wish it could be like before When you were here with me, oh yeah Oh deejay, please don't play Don't play that song again  Don't play that song again Reminding me of how it used to be Don't play that song again I wish it could be like before When you were here with me, oh yeah Oh deejay, please don't play Don't play that song again (song again)  No... oh deejay, please don't play Don't play that song again That song again Don't play that song again...",United Kingdom,again dont play song that,french nicki,2000-05-08,64,95,77,132,36,0,0,40,-4,G#/A♭,TRUE,English,English,60,3,3,0,1,3,1,1,2,3,0,1,anticipation,fall-rise,happy ending,40,12,16.666666666666664,8.333333333333332,25,8.333333333333332,8.333333333333332,8.333333333333332,25,0
moon the,taxi,2000,"I knew it all from the start I knew you'll rise above my world, a little sun warming my heart I betrayed myself, I knew I lied You've searched into my soul to find love And found me hiding deep inside You did see a way to set me free  Now I hear when the wind is playing with the stars of my night Simply 'cause I have you near Now I feel when the moon is playing on and on and on with my heart Simply 'cause your love is real Oh...  I knew it all, I understood I simply blinked and let the light give me reasons to be good You did see a way to set me free  Now I hear when the wind is playing with the stars of my night Simply 'cause I have you near Now I feel when the moon is playing on and on and on with my heart Simply 'cause your love is real Oh...  Yes, I feel when the moon is playing Oh...  Now I hear how the wind is playing with the stars of my night Simply 'cause I have you near Now I feel when the moon is playing on and on and on with my heart Simply 'cause your love is real Oh... Oh...",Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,English,English,66,1,6,5,0,2,0,1,6,0,1,5,joy,rise-fall,sad ending,16.666666666666664,15,40,6.666666666666667,0,0,33.33333333333333,0,13.333333333333334,6.666666666666667
colgado de sueño un,serafín zubiri,2000,Colgado de un sueño En lo alto del cielo intento vivir El mundo a lo lejos Parece pequeño visto desde aquí Qué me importa que se diga de mí Que no tengo los pies en el suelo No saben que vuelo en vez de dormir  Aquí no hay límites a mis deseos Nada me pueden prohibir Navego libre por mis pensamientos Qué no me bajen de aquí Aquí hay espacio para mis anhelos Todo se puede cumplir Que no me obliguen a pisar el suelo Que sólo quiero seguir Colgado de un sueño  Flotando en el aire sin miedo a caer Que el mundo es pequeño Y todas mis ansias no caben en él Qué me importa que se diga de mí Que no tengo los pies en el suelo Colgado en mi sueño consigo vivir  Aquí no hay límites a mis deseos Nada me pueden prohibir Navego libre por mis pensamientos Qué no me bajen de aquí Aquí hay espacio para mis anhelos Todo se puede cumplir Que no me obliguen a pisar el suelo Que sólo quiero seguir Colgado de un sueño Colgado de un sueño Colgado de un sueño,Spain,colgado de sueño un,serafin zubiri,2008-09-09,58,61,41,115,34,0,0,10,-7,G,TRUE,"Hanging from a dream
High in the sky, I try to live
The world in the distance
Seems small, seen from here
I don’t care what people say of me
That I don’t have my feet on the floor
They don’t know that I fly instead of sleeping There are no limits to my wishes here
Nothing can be forbidden
I’m sailing free through my thoughts
Don’t take me off of here There is room for my longings here
Everything can come true
Don’t make me go to the floor
I just want to remain Hanging from a dream
Floating in the air without fear to fall
The world is small
And all my anxieties don’t fit into it I don’t care what people say of me
That I don’t have my feet on the floor
Hanging from my dream, I manage to live There are no limits to my wishes here
Nothing can be forbidden
I’m sailing free through my thoughts
Don’t take me off of here There is room to my longings here
Everything can come true
Don’t make me go to the floor
I just want to remain Hanging from a dream
Hanging from a dream
Hanging from a dream",Spanish,65,7,2,-5,7,0,6,7,2,7,0,3,anger,fall-rise,happy ending,26.666666666666668,32,6.25,21.875,21.875,21.875,9.375,18.75,0,0
a bit little,åström nina,2000,"I'm in love with the place where I was born Where I lived my life in harmony with every new dawn I'm in love with the people that I know With whom I share my tears of laughter, the times I feel low  It's a little bit of love, it's a little love I need To keep me going, keep me smiling It's love that makes me breathe It may be Finland, France or Spain Berlin, Prague or Rome It's the place where you live Where your heart feels at home  There's a world that is bigger than my own Where they strive to try and unify, to dull monotone Every change that really matters comes from within When in love we stand together through thick and thin  It's a little bit of love, it's a little love we need To keep us going, keep us smiling It's love that makes us breathe It may be Amsterdam or Bern Sweden or U.K. Where your heart is at home You will feel okay  (It's a little bit of love), it's a little love we need To keep us going, keep us smiling It's love that makes us breathe It's a little bit of love, it's a little love we need To keep us going, keep us smiling It is love that makes us breathe  To keep us going, keep us smiling It is love that makes us breathe",Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,English,English,75,1,23,22,0,4,0,1,25,1,2,3,joy,fall-rise,happy ending,6.0606060606060606,36,69.44444444444444,2.7777777777777777,2.7777777777777777,0,8.333333333333332,0,11.11111111111111,5.555555555555555
cosè la vita,bogaert jane,2000,"Mi sveglio al mattino Il caffè ancora caldo di ieri La pioggia sulla finestra Che legge nei miei pensieri  Mi chiedo dove sei amore lontano Il telefono non ha suonato Quel tuo sorriso mi fa impazzire Non posso più aspettare  So che non era facile, il cuore mio così fragile Si accende in un momento e vola via con il vento Mi sento una piccola onda nel mare, azzurro dell'amore Adesso nei miei giorni ci sei tu  La vita cos'è? La vita dov'è? Una spina nel cuore che mi crea dolore Se tu non ci sei  La vita dov'è? La vita cos'è? Un palco d'amore ma l'applauso non c'é Se tu non ci sei  Dividi con me il mondo, fammi vivere ogni giorno Per restare accesa come la luce di una stella Vivere un amore nel cielo, non c'è una cosa più bella Stringimi più forte, baciami  La vita cos'è? La vita dov'è? Una spina nel cuore che mi crea dolore Se tu non ci sei  La vita dov'è? La vita cos'è? Un palco d'amore ma l'applauso non c'é Se tu non ci sei  Se tu non ci sei",Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"What is life?
I wake up in the morning
The coffee I made yesterday is still hot
The rain over the window
Is reading my thoughts
I wonder where my absent love is
The telephone has not rung
Your smile makes me crazy
I can't wait anymore
I know it was not easy, my fragile heart
Is burning in a moment and flies straight with the wind
I feel like a little seawave, the blueness of love
Now you are in my days
Where is life? What is life?
A thorn which hurts my heart
If you are not here
Where is life? What is life?
A balcony of love with no applause
If you are not here
Divide the world with me, make me live every day
To shine like the light of a star
To live love in the sky, is such a beautiful thing
Hold me strongly, kiss me
Where is life? What is life?
A thorn which hurts my heart
If you are not here
Where is life? What is life?
A balcony of love with no applause
If you are not here
If you are not here",Italian,65,5,10,5,2,3,0,2,11,3,4,4,joy,fall-rise,happy ending,33.33333333333333,29,37.93103448275862,6.896551724137931,10.344827586206897,6.896551724137931,13.793103448275861,0,10.344827586206897,13.793103448275861
nomiza,voice,2000,"Ha perduto tutto quanto Ho ferito e dopo ho pianto tanto Infiammato dal tuo amore Io dimentico l'onore, brucio  Ma ola afta pu mas angizun Poso akoma mas horizun, poso Dhiaforetikus mas theli I zoi ke perimeni, poso?  Nomiza pos boro kapio tropo na vro Na enoso afta pu mas 'thelan makria Rosso vivo, lo sai, è la fiamma che è in noi Non si spegnerà mai, causerà tanti guai  Ho cercato di smorzare Emozioni da ignorare, lievi Opos ime, ime endaksi Ki oti ise dhen tha alaksi o hronos  Ah... nomiza pos boro kapio tropo na vro Na enoso afta pu mas 'thelan makria Nomiza i kardhia ihe panda protia Ki omos fevgo ego, ne akoma s' agapo (S' agapo) Ne, yeah... Nomiza pos boro kapio tropo na vro  Nomiza... nomiza... Nanana... nanana... nanana... ah ah ah...  Nomiza i kardhia ihe panda protia Ki omos fevgo ego, ne akoma s' agapo",Cyprus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"I lost everything when
I hurt and I later cried so much
Inflamed with your love
I forget your honour, I burn
But with all that touches us
So much still keeps us apart, so much
Life expects us to be different
And waits for it, but for how long?
I believed that I would find a way
To bring together all that kept us apart
You know that it’s bright red, and the fire within us
Will never die away, it’ll cause so much trouble
I’ve tried to absorb emotions for ignoring, light
I’m all right the way I am and time won’t change you
Ah… I believed that I would find a way
To bring together all that kept us apart
I believed that my heart came first
Yet I’m leaving, though I still love you (I love you)
Yeah, yeah…
I believed that I would find a way
I believed… I believed…
Nanana… nanana… nanana… ah ah ah…
I believed that my heart came first
Yet I’m leaving, though I still love you
",Greek/Italian,55,5,5,0,1,1,0,4,4,3,0,7,trust,rise,happy ending,33.33333333333333,20,20,20,15,5,35,0,5,0
sameakh,ping pong,2000,"Kol hayom ani yoshevet bakibuts Bayad sigar veze margish li ktsat chamuts Kol hazman rak dika'on veshi'amum Im lo egmor, ze yigamer mamash bebum  Oh... sameach Oh... sameach Oh... oh... sameach Oh... oh... sameach  Kol hayom batelevizia milchamot Ube'Ostralia shuv hitchilu shitfonot Hine ba hadika'on shel yom rishon Ani rotsa, ani rotsa melafefon  Oh... sameach Oh... sameach Oh... oh... sameach Oh... oh... sameach  Veyesh li achshav chaver chadash miDamesek Khshe'ani atsuva, hu sholeach li vered adom Ze lo chochma le'ehov rak ksheyesh lecha cheshek Ani rotsa la'asot et ze ito kol hayom  Oh... sameach Oh... sameach Oh... oh... sameach",Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"All day long I sit in the kibbutz,
in my hand a cigar and it feels a little sour.
All the time only depression and boredom;
if I don't come, it will end with a bang. Oh... Oh... Be happy!
Oh... Oh... Be happy! Oh... Oh...
Oh... Oh... Be happy!
Oh... Oh...
Oh... Oh... Be happy! All day long wars on television
and in Australia there are floods again.
Here comes the Sunday depression.
I want, I want a cucumber. Oh... Oh... Be happy!
Oh... Oh... Be happy! Oh... Oh...
Oh... Oh... Be happy!
Oh... Oh...
Oh... Oh... Be happy! And now I have a new boyfriend from Damascus.
When I'm sad, he sends me a red rose.
It's not smart to love only when you feel like it.
I want to do it with him all day long. Oh... Oh... Be happy!
Oh... Oh... Be happy! Oh... Oh...
Oh... Oh... Be happy!",Hebrew (English),40,5,13,8,1,12,2,1,12,4,1,11,anticipation,rise,happy ending,17.24137931034483,44,27.27272727272727,2.272727272727273,9.090909090909092,2.272727272727273,25,4.545454545454546,27.27272727272727,2.272727272727273
