  #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
466,"Mercy - Eurovision Version","Madame Monsieur",97,9A,59,2023-06-23,03:04,34,"french pop, variété française","","Mercy",2018-04-12,65,5,0,16,0,20,-6,E minor,4,2LnEOvKciVfIxLTEqBysBq,"Play Two",FR91X1800000
467,"Nova Deca","Sanja Ilic & Balkanika",125,10A,87,2023-06-23,03:09,24,"","","Nova Deca",2018-04-11,38,8,0,30,10,30,-4,B minor,4,7i4FrliOhykU6yxoue8Y9e,"Universal Music A/S",RSA041800032
468,"No Estás Solo","Patricia Kraus",133,7B,69,2023-06-23,03:07,0,"","","Canciones Desnudas",2018-04-09,61,42,0,37,0,0,-7,F,4,7iytRdbLcFtiL8ZvR9CMKK,"Patricia Kraus distributed by Altafonte",ES71G1727957
469,"My Lucky Day","DoReDoS",122,10A,87,2023-06-23,03:03,0,"","","My Lucky Day",2018-04-06,74,1,0,82,0,30,-5,B minor,4,0ThWw4Mty8Sb0mzaXyFvt8,"BIS Music",QZ5FN1842301
470,"Mall","Eugent Bushpepa",190,12B,81,2023-06-23,03:10,27,"","","Mall",2018-04-06,32,1,0,49,0,10,-4,E,3,6vGLWavGUuAs9vpZyprUl0,"Universal Music A/S",DKUM71800092
471,"Inje","Vanja Radovanović",79,11A,45,2023-06-23,03:00,15,"","","Inje",2018-04-06,49,39,0,34,0,50,-6,F#/G♭ minor,4,4AQX7Nbg0ZuiA763Y6N8Uk,"Universal Music A/S",DKUM71800079
472,"Together","Ryan O'Shaughnessy",94,7B,33,2023-06-23,02:56,33,"","","Together",2018-04-03,70,73,0,28,0,10,-13,F,4,7jYLCd1CafwKxbuXgRc2rs,"Principium Records",IEPKT1800001
473,"Non mi avete fatto niente - ESC Version","Ermal Meta, Fabrizio Moro",90,2B,88,2023-06-23,03:02,30,"italian singer-songwriter","","Non mi avete fatto niente (ESC Version)",2018-03-30,57,34,0,76,0,10,-5,F#/G♭,4,1SI3Ukzq9vbi6d50pnczCN,"Columbia",ITM381800010
474,"Who We Are (feat. Jenifer Brening)","Jessika, Jenifer Brening",127,1A,76,2023-06-23,03:00,0,"","","Who We Are (feat. Jenifer Brening)",2018-03-30,67,5,0,61,0,10,-6,G#/A♭ minor,4,0dew6JXEmJOo8nRbPp9M6Y,"GRS MUSIC",ATEJ61800001
475,"En lille melodi","Fenders",130,12B,87,2023-06-23,03:14,5,"dansktop, dansk pop","","Banke banke på/Greatest & Latest",2018-03-30,55,0,0,63,0,20,-4,E,4,1IKhxfsvBl2T8Fyw1UzFao,"Rubberneck",DKHV21801014
476,"Qami","Sevak",75,7A,50,2023-06-23,02:57,18,"","","Qami",2018-03-28,34,18,0,23,0,20,-8,D minor,4,2zO4FXoBn1hseWJmjzGpcM,"Universal Music A/S",DKUM71800096
477,"Forever","ALEKSEEV",117,8A,59,2023-06-23,03:00,30,"","","Forever",2018-03-28,38,60,0,42,0,20,-5,A minor,4,4whyGYFECu1EEQ0qAHJfjy,"Universal Music A/S",DKUM71800087
478,"Taboo","Christabelle",122,9B,62,2023-06-23,03:01,25,"","","Taboo",2018-03-28,64,20,0,15,0,60,-6,G,4,0peNaLeCABe70ovtFgGENP,"Universal Music A/S",SE5OR1800101
479,"For You","Ethno - Jazz Band Iriao",121,8A,56,2023-06-23,03:02,12,"","","For You",2018-03-28,27,55,0,21,0,20,-6,A minor,4,6qE0K1nD4YlXup3KCcP9Qw,"Universal Music A/S",DKUM71800094
480,"Stones","ZiBBZ",84,8A,81,2023-06-23,02:58,0,"","","Stones (Revamp Version)",2018-03-23,49,4,0,56,0,10,-6,A minor,4,1Y5zsF5NQ1dvncnhPLb7K3,"6003 Records",CH8961800001
481,"X My Heart","AISEL",120,4B,79,2023-06-23,03:01,24,"","","X My Heart",2018-03-17,60,0,0,27,0,10,-7,G#/A♭,4,1P5JWcZw3zATCqSKMdHLKv,"k2id Productions",TCADN1872619
482,"Toy - Music Video Version","Netta",130,2A,75,2023-06-23,03:00,0,"","","Toy (Music Video Version)",2018-03-15,56,10,0,74,10,30,-5,D#/E♭ minor,4,0y8Xwpsof5R8TDftRyitKg,"S-Curve Records",IL5181100110
483,"When We're Old","Ieva Zasimauskaitė",179,6B,26,2023-06-23,02:59,0,"","","When We're Old",2018-03-15,36,84,1,8,0,10,-13,A#/B♭,4,3M1LYpZ8JzzIopbjLETqgP,"Ieva Zasimauskaitė",LTD181800001
484,"Tu Canción","Amaia, Alfred García",121,8B,35,2023-06-23,03:00,37,"","","Tu Canción",2018-03-12,50,91,0,32,0,10,-7,C,3,5tNSU1bJKn1S42NyGSzShg,"Universal Music Spain S.L.",ES5701800130
485,"Lost & Found","Eye Cue",120,4B,78,2023-06-23,03:04,0,"","","Lost & Found",2018-03-11,68,12,0,69,0,10,-2,G#/A♭,4,5pr2apsKCrMhoAwQ5ESJym,"Effective Records",RUB421800225
486,"I Won't Break","Julia Samoylova",91,1A,73,2023-06-23,02:59,0,"","","I Won't Break",2018-03-11,57,0,0,35,0,10,-7,G#/A♭ minor,4,7K2nHcg1TvgLGW6NTupf3U,"Sony Music Entertainment",RUA011800026
487,"Fuego","Eleni Foureira",101,10A,76,2023-06-23,03:03,0,"laïko","","Fuego",2018-03-09,59,6,0,59,10,60,-5,B minor,4,22ppznuzVF9LKamaaqMMqu,"A-P Records / Panik Records",SE5W31800201
488,"We Got Love","Jessica Mauboy",114,9B,82,2023-06-23,03:22,40,"","","We Got Love",2018-03-09,61,0,0,30,0,20,-4,G,4,7kqujRWNEBhrpYt0eV0uw5,"Sony Music Entertainment",AUBM01800075
489,"Viszlát nyár (Eurovision Song Contest 2018)","AWS",164,2A,94,2023-06-23,02:58,28,"","","Viszlát nyár (Eurovision Song Contest 2018)",2018-03-09,35,0,0,43,0,10,-4,D#/E♭ minor,4,5hC0zQNulh7R4R8pM6gCJ9,"EDGE Records (HMR Music Kft.)",HUA631700563
490,"O Jardim","Cláudia Pascoal, Isaura",120,6B,31,2023-06-23,02:38,0,"","","O Jardim",2018-03-09,50,84,0,10,0,20,-10,A#/B♭,4,6OuxT3FPHvfoJ0zAypjCdE,"Universal Music Portugal SA",PTUM71800059
491,"O Jardim","Cláudia Pascoal, Isaura",120,6B,31,2023-06-23,02:38,31,"","","O Jardim",2018-03-09,50,84,0,10,0,20,-10,A#/B♭,4,6PV9CN9a7wHYPQvlXqkWwM,"Universal Music Portugal SA",PTUM71800059
492,"Storm","SuRie",116,6B,73,2023-06-23,02:57,0,"","","Storm",2018-03-07,68,6,0,54,0,20,-6,A#/B♭,4,5MpHIqC75MbPp1PFkljSFz,"MMP Ltd.",GBKPL1801714
493,"Crazy","Franka",98,8A,41,2023-06-23,02:59,16,"","","Crazy",2018-03-07,67,36,0,37,0,60,-8,A minor,1,3C0Jl08p5aXD0MckMqBFmx,"Karpo Media",HRA431810101
494,"Under the Ladder","MELOVIN",140,3A,75,2023-06-23,03:00,0,"","","Under the Ladder",2018-03-05,56,0,0,49,0,10,-6,A#/B♭ minor,4,0a4eEfoZEYCXte9Zk1r7YG,"UMPG MUSIC",UAME11830076
495,"A Matter of Time","Sennek",88,5A,59,2023-06-23,03:00,28,"","","A Matter of Time",2018-03-05,66,12,0,59,0,20,-6,C minor,4,2776nsJOmk3psqGSocg6lK,"Sony Music Entertainment",BEA031800002
496,"Under the Ladder","MELOVIN",140,3A,75,2023-06-23,03:00,0,"","","Under the Ladder",2018-03-05,57,0,0,43,0,10,-6,A#/B♭ minor,4,4WDNsyXZGSM2aHzLpbvthC,"BIG HOUSE MELOVIN",UADZ31940018
497,"Dio, come ti amo - Remastered","Domenico Modugno",103,8A,21,2023-06-23,03:21,9,"italian singer-songwriter, canzone napoletana","","Dio, come ti amo (Remastered)",2018-03-04,42,90,6,31,0,10,-14,A minor,4,0h5LAJwEsrnBOpUC1vo288,"Carnaval Music",ES6601702194
498,"Outlaw In 'Em - Single Edit","Waylon",87,10A,88,2023-06-23,02:56,31,"nederpop, hollands","","Outlaw In 'Em",2018-03-03,58,6,0,73,0,30,-6,B minor,4,1Ryw2NPudgM1SRGZx91RbL,"WM Benelux BV",NLD291800011
499,"Hvala Ne","Lea Sirk",140,3B,60,2023-06-23,03:00,24,"","","Hvala Ne",2018-03-02,81,1,0,36,0,10,-8,C♯/D♭,4,28J9JZ6boWgzviW7Ut3TMN,"Lea Sirk",TCADN1840244
500,"Wat Een Geluk","Rudi Carrell",136,4B,49,2023-06-23,02:31,0,"schlager, schlagerparty, neue deutsche welle","","Alle 20 Goed - Jukebox Favorieten",2018-02-28,69,78,2,83,10,30,-12,G#/A♭,4,5sGXjyFzCaXVr3hveCpq2O,"Dureco",NLE321800020
501,"Dance You Off","Benjamin Ingrosso",109,4B,69,2023-06-23,03:02,36,"swedish pop","","Dance You Off",2018-02-26,73,10,0,76,0,10,-5,G#/A♭,4,0s3P5PImfDZYWIseR3b39D,"Sony Music Entertainment",SEWEE1701301
502,"You Let Me Walk Alone","Michael Schulte",149,1B,28,2023-06-23,02:57,40,"","","You Let Me Walk Alone",2018-02-20,32,78,0,43,0,10,-10,B,4,1i31AKvYOI4b5FCU1cEHqU,"VERY US RECORDS",DEPT21800004
503,"Oniro Mou","Yianna Terzi",150,12A,67,2023-06-23,03:04,0,"laïko","","Oniro Mou",2018-02-16,43,3,0,18,0,10,-7,C♯/D♭ minor,4,6fbY4PL1W2ew1M3SwCHL2j,"Panik Records",GRPA11800068
504,"O Mie","Aliona Moon",128,7A,72,2023-06-23,03:03,24,"","","O Mie",2018-02-16,62,56,0,31,0,10,-3,D minor,4,2OQ8r8PyqHRQgP5rZoNk5K,"715051 Records DK",QZARB1870133
505,"Oniro Mou","Yianna Terzi",150,12A,66,2023-06-23,03:04,38,"laïko","","Oniro Mou",2018-02-16,42,2,0,18,0,10,-7,C♯/D♭ minor,4,6mbGnGMvppXe4effSc7mQv,"Panik Records",GRPA11800068
506,"Light Me Up (feat. Lukas Meijer)","Gromee, Lukas Meijer",122,10B,82,2023-06-23,03:38,28,"disco polo","","Light Me Up (feat. Lukas Meijer)",2018-02-15,57,5,0,49,0,30,-5,D,4,5GXNpvgo6UtLhe2wYBYWy1,"Sony Music Entertainment",PLB381800078
507,"Zemrën E Lamë Peng","Olta Boka",95,4B,56,2023-06-23,03:28,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2018-02-14,52,74,0,57,0,0,-6,G#/A♭,3,1SmtEzPZF7FucrJDAYG4xC,"Broken Audio AL / RTSH",TCADM1873476
508,"Nesër Shkoj","Ledina Çelo",110,6A,62,2023-06-23,03:37,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 12",2018-02-14,85,14,0,80,0,0,-9,G minor,4,5kFlgXm0JbZdwikI7fQ34M,"Broken Audio AL / RTSH",TCADM1873074
509,"When We're Old","Ieva Zasimauskaitė",179,6B,26,2023-06-23,02:59,31,"","","When We're Old (Eurovision 2018)",2018-02-13,36,84,1,8,0,10,-13,A#/B♭,4,5vFiuwlEfEcEwPvS5e1icS,"Ieva Zasimauskaitė",LTD181800001
510,"Higher Ground","Rasmussen",82,10A,85,2023-06-23,03:03,42,"","","Higher Ground",2018-02-11,47,2,0,42,0,10,-5,B minor,3,6SCl3S0IAbPX7cLE6LjEOt,"Renegade Records STHLM - X5 Music Group",SEWJY1800101
511,"Monsters","Saara Aalto",122,5A,73,2023-06-23,03:00,33,"","","Monsters",2018-02-09,58,1,0,27,0,0,-4,C minor,4,0JGbU6NlewrskD138Wq04b,"WM Finland",FIWMA1800025
512,"La Forza","Elina Nechayeva",94,7A,60,2023-06-23,03:04,33,"","","La Forza",2018-01-22,23,50,0,26,0,20,-8,D minor,4,32GxSibwrYAGW4ZZ45CGHA,"Timulition",EEMS11800001
513,"Our Choice","Ari Ólafsson",130,1B,44,2023-06-23,02:59,0,"","","Söngvakeppnin 2018",2018-01-20,48,4,0,19,0,10,-10,B,4,2he61MJyMIOj8enfDmLxRI,"Ríkisútvarpið - Exclusively distributed by Alda Music",ISV441801115
514,"Дай мне силу","Dmitry Koldun",100,6A,92,2023-06-23,03:08,0,"","","Звёздные фабриканты. Лучшее",2018-01-19,54,1,0,57,0,30,-6,G minor,4,75IqAmssUdIUhV0d6bYWPo,"Первое музыкальное Издательство",RUB421302740
515,"That's How You Write A Song","Alexander Rybak",104,4A,78,2023-06-23,03:00,0,"","","That's How You Write A Song",2018-01-15,76,12,0,90,0,0,-10,F minor,4,4RgfBil6aN3o26M8t3KjGH,"Alexander Rybak",NO2HW1801010
516,"That's How You Write a Song","Alexander Rybak",104,4A,78,2023-06-23,03:00,38,"","","That's How You Write a Song",2018-01-15,76,12,0,90,0,0,-10,F minor,4,4ixnY07lxMziatNqonUB8d,"Alexander Rybak",NO2HW1801010
517,"Goodbye","The Humans",101,12B,54,2023-06-23,03:00,15,"","","Goodbye",2018-01-12,49,11,0,16,0,20,-7,E,4,6uUkAk16Tf2AV681mvzTjR,"Roton",ROROT1800301
518,"Sehnsucht","Jimmy Makulis",77,8A,16,2023-06-23,02:56,1,"schlager","","Adios My Darling",2018-01-06,28,95,0,22,0,90,-19,A minor,4,0HkkJBB3PnKdqSc4GClzml,"TP4 Music",ZA42A1808062
519,"Take Me to Your Heaven","Charlotte Nilsson",144,12B,93,2023-06-23,03:03,3,"dansband","","Melloklassiker: 40 Schlagerhits!",2017-12-22,52,32,0,40,0,10,-2,E,4,48cvFsaPNyJfaXHap6KvGz,"Warner Music Group - X5 Music Group",SEPQM0612905
520,"Funny Girl","Laura Rizzotto",118,8B,52,2023-06-23,03:03,21,"","","Funny Girl",2017-12-06,69,40,0,10,0,10,-6,C,3,04H79umZ9AxBj5MeTw6gAK,"Made in Rio Music",QMZQN1700006
521,"Space","Slavko Kalezić",120,8A,94,2023-06-23,02:59,21,"","","Space",2017-12-04,58,1,0,54,0,10,-4,A minor,4,1kP7vR2ZYmqUZUwrvLY0vp,"The Kennel Recordings",TCACZ1726564
522,"Le retour","Jean-Philippe Gauthier",111,12A,56,2023-06-23,03:16,1,"","","Les dérives intérieures",2017-11-30,57,56,0,38,0,10,-10,C♯/D♭ minor,4,3jakgbXidY6njzP4wAPBOi,"Jean-Philippe Gauthier",CABKC1700001
523,"We'll Live It All Again - Live","Al Bano And Romina Power",104,6B,78,2023-06-23,05:16,32,"italo disco","Electronic, Pop","Magic Reunion *Live*",2017-11-24,47,22,0,26,0,90,-6,A#/B♭,4,0gSnFvwhI0hUr9uT0bTY13,"RCA Records Label",ITG831700024
524,"E Depois Do Adeus","Paulo de Carvalho, Marisa Liz",110,8B,59,2023-06-23,03:12,5,"fado, portuguese hip-hop","","Duetos (Reissue)",2017-11-24,48,29,0,35,0,0,-7,C,4,3PWWWQSr7nT2mLWGJO8NUs,"Universal Music Portugal SA",PTUM71700146
525,"Hablemos del amor","Raphael",88,3B,62,2023-06-23,02:51,15,"villancicos","","Una vida de canciones",2017-11-24,30,79,1,47,0,10,-5,C♯/D♭,3,1uG9IM78KZTIEBzcWEd2E8,"WM Spain",ES5099700019
526,"Happy Man","Cahal Dunne",102,10B,55,2023-06-23,03:40,3,"","","The Best of Cahal Dunne",2017-11-20,49,64,0,48,0,10,-9,D,4,0qbyhyP2XsGmUc68op3dC0,"Cahal Dunne",usl4q1729827
527,"Uh, jeg ville ønske jeg var dig","Birthe Wilke",62,7B,35,2023-06-23,02:44,0,"dansktop, dansk pop","","Husker du?1955-60 Vol. 1",2017-11-19,65,87,0,64,0,0,-10,F,4,3ULgnjAYo3Eo8EY0wFmlZs,"HatTrick",DKNA21006108
528,"Judy et cie","Pierre Rapsat",146,9A,60,2023-06-23,02:50,13,"chanson, variété française","","L'essentiel",2017-11-17,46,6,0,38,0,10,-10,E minor,4,73T2aSDbeMFuIN8CvDKCrg,"Team 4 Action",BE27E7600010
529,"Where Are You - Single Version","Imaani",126,6A,77,2023-06-23,03:14,0,"","","100 Greatest 90s",2017-11-10,64,3,0,49,0,10,-8,G minor,4,3tyOz3wouEKsqTTenEQstb,"Rhino",GBAYE9800399
530,"Occhi di ragazza","Gianni Morandi",102,9B,70,2023-06-23,02:50,12,"italian singer-songwriter","","Il meglio della musica italiana anni '70",2017-11-03,37,36,0,86,0,10,-6,G,4,2b1xrLLXA8rULNUxNCsww8,"RCA Records Label",ITB007000915
531,"Song #1 (Русская версия)","SEREBRO",125,6B,75,2023-06-23,03:02,0,"","","Song #1 (Русская версия)",2017-10-31,80,8,0,95,0,10,-9,A#/B♭,4,6O2BqxpGIGYcmNRupBQZc9,"MONOLIT",RUA1D1715252
532,"Vivre - Eurovision 1983","Guy Bonnet, Nat Surel",91,2B,23,2023-06-23,02:54,12,"","","Vivre (Eurovision 1983)",2017-10-27,29,77,0,28,0,0,-12,F#/G♭,3,6G6Lj4fbS9obWHNdVAVNK8,"Musiques & Solutions",FR91F8300020
533,"Ele e Ela","Madalena Iglésias",76,2A,60,2023-06-23,02:25,0,"fado","","O Melhor",2017-10-17,56,91,0,62,10,10,-9,D#/E♭ minor,4,14ZIrz6EkDPx1KeqhYyG8o,"Madalena Iglésias",USDHM1721089
534,"Lautar","Pasha Parfeni",107,6A,86,2023-06-23,03:06,22,"","","Lautar",2017-10-02,66,11,0,60,0,20,-4,G minor,4,7cpOKiJAbRLvmMJdzckE3Y,"715051 Records DK",QZ9JZ1798593
535,"Geef het op","Clouseau",135,1B,68,2023-06-23,02:48,28,"nederpop, hollands","","Clouseau30",2017-09-01,70,27,0,73,0,10,-9,B,4,25VE07LzJYDix07u93GIKK,"Warner Music Benelux",BEI019100402
536,"Cake to Bake","Aarzemnieki",197,2B,69,2023-06-23,02:59,18,"","","Visi kopā",2017-08-18,59,64,0,81,0,10,-7,F#/G♭,4,7b1454Qc5V9D6bQskceo6R,"Aarzemnieki",QZ5AB1727116
537,"Jennifer Jennings","Louis Neefs",115,10B,60,2023-06-23,02:46,34,"nederpop","","80",2017-08-18,63,62,0,72,0,20,-11,D,4,4nZ516wquSpoubxkqQ4ban,"Universal Music S.A.",BEQ027100014
538,"L'amour s'en va - Remastered","Françoise Hardy",103,10B,26,2023-06-23,02:23,0,"chanson, french pop, variété française, french jazz","","Quelle merveille! (Remastered)",2017-08-13,32,64,0,53,0,30,-13,D,4,4zkPLZl3qU66dfO0SMDUEX,"Cayenne Records",ES58A1701615
539,"Hombres","Eva Santa María",98,4B,98,2023-06-23,03:37,17,"","","A Buen Puerto",2017-08-11,82,18,0,95,0,0,-5,G#/A♭,4,1IZdKOyO6pWEu4Wwq7cGrA,"El Gallo Productions",USJE61707252
540,"Dors, mon amour","André Claveau",170,4B,31,2023-06-23,03:12,0,"chanson, french jazz","","Festival de eurovisión (1956 - 1966)",2017-07-08,24,93,0,22,0,10,-15,G#/A♭,4,3kFXYCHBeJwYrwmpLYBdpT,"A&R Music",FR59R1791460
541,"Al di là","Betty Curtis",78,4B,23,2023-06-23,04:07,0,"","","Festival de San remo (1951 - 1966)",2017-07-08,22,90,0,16,0,10,-13,G#/A♭,4,0CMqce8e7xAuSH4wAklEgf,"A&R Music",FR59R1791653
542,"Een Beetje","Teddy Scholten",133,4A,33,2023-06-23,02:59,0,"hollands","","Festival de eurovisión (1956 - 1966)",2017-07-08,55,80,0,47,0,0,-10,F minor,5,4VnVRmwdCqHMF4mqTZ5j2I,"A&R Music",FR59R1791461
543,"Refrain","Lys Assia",105,8B,27,2023-06-23,03:09,0,"schlager","","Festival de eurovisión (1956 - 1966)",2017-07-08,29,97,0,21,0,0,-15,C,3,09kE6H3sCYrt7jfXqU5zsq,"A&R Music",FR59R1791458
544,"Aprite le finestre","Franca Raimondi",122,10B,18,2023-06-23,02:42,6,"","","100 Hits Storiche Del Festival Di Sanremo (Dj Onofri Presents)",2017-07-03,79,80,0,92,0,0,-13,D,4,3MAuXSX9fizn5sI6HErwTL,"It Radio Fiera Channel Italian Television confartigianato Rec.",FR6V80090087
545,"Sangen Om Dig","Bjørn Tidmand",91,12A,48,2023-06-23,03:14,1,"dansktop, dansk pop","","Bjørn Tidmand - De Bedste",2017-05-22,32,62,0,38,0,80,-4,C♯/D♭ minor,4,6lCkVHbcAtUgkB96mF3zl3,"Warner Music Group - X5 Music Group",DKABA1103911
546,"Dansevise","Grethe Ingmann, Jørgen Ingmann",100,8A,47,2023-06-23,02:57,12,"dansktop, dansk pop","","Grethe & Jørgen Ingmann - De Bedste",2017-05-13,43,72,0,47,0,10,-6,A minor,3,66UDdp0hlpPHB9ywtgQzew,"Warner Music Group - X5 Music Group",DKABA1100812
547,"Jack in the Box (Αs performed by Clodagh Rodgers)","Pop Music Workshop",120,9B,61,2023-06-23,03:03,1,"","","Pro Backing Tracks C, Vol. 21",2017-05-12,73,14,0,69,0,0,-6,G,4,5MMTQtM8oBJvSM2RAmJdwj,"Backing Tracks for Pros by Pros",BGA261769211
548,"Toi","Géraldine Stone",125,8B,85,2023-06-23,04:03,1,"","","Be a Dream",2017-05-10,72,3,19,39,0,0,-7,C,4,3wfawPKNIlf7M9s46ME2Q5,"iM Géraldine Stone",CH6541712035
549,"Ding-A-Dong","Teach In",139,8A,56,2023-06-23,02:29,38,"nederpop","","The Best Of Teach In",2017-05-08,71,51,0,93,0,10,-15,A minor,4,3ML1JVicjXbdsyYrPdfr5E,"Red Bullet",NLC287500189
550,"1944","Jamala",120,5B,51,2023-06-23,03:00,0,"","","1944",2017-05-05,81,60,1,47,0,20,-5,D#/E♭,4,2nxTpjhxLXeyBOxYnRnT76,"Enjoy Records / Comp Music Ltd / Universal Music",QMPU51509675
551,"Where I Am","Anja Nissen",182,3A,75,2023-06-23,02:59,31,"","","Where I Am - EP",2017-05-05,40,4,0,65,10,40,-5,A#/B♭ minor,4,5jlAXQ3tNhVFR151OGDq6b,"Universal Music Australia Pty. Ltd.",AUUM71700015
552,"Dio come ti amo - Remastered","Domenico Modugno",99,8A,31,2023-06-23,03:23,0,"italian singer-songwriter, canzone napoletana","","Dio come ti amo (Remastered)",2017-05-01,33,96,51,35,0,20,-11,A minor,4,1kGlaSQpUVBaXG0bgM5SmI,"Vintage Records",ES58A1700572
553,"Beautiful Mess","Kristian Kostov",126,5A,51,2023-06-23,03:00,0,"","","Beautiful Mess",2017-04-21,41,42,0,21,0,10,-8,C minor,4,54ibWn7vBabFt6srLwccav,"Cosmos",BGA271700023
554,"Perfect Life - ESC Version","Levina",124,5B,75,2023-06-23,03:01,15,"","","Perfect Life (ESC Version)",2017-04-14,80,26,0,59,0,20,-6,D#/E♭,4,0UQdKxpo7uRHUs7IDuW0Nl,"Ariola Local",DEE861700287
555,"Verona - Eurovision 2017 - Estonia","Laura, KOIT TOOME",111,7A,73,2023-06-23,03:02,20,"","","Verona",2017-04-12,62,1,0,31,0,10,-6,D minor,4,6xGmMh9K4Z3oeLCwzIuCaD,"Moonwalk",EECF11701177
556,"Tih deževen dan","1 X Band",131,7A,69,2023-06-23,02:58,0,"","","Stari novi hiti 1",2017-04-11,64,31,0,65,0,10,-7,D minor,4,3pKtMcATtO0nZaHLwqc2h5,"Corona",SIA061700024
557,"On My Way","Omar Naber",135,10B,55,2023-06-23,03:00,14,"","","On My Way",2017-04-08,42,30,0,14,0,50,-6,D,4,7pNrnIyhXCDjkwIQEeo9Jc,"Universal Music A/S",SI13F1700001
558,"Tom Pillibi","Jacqueline Boyer",137,10A,35,2023-06-23,03:03,19,"schlager","","Succès et raretés (Collection  78 tours et puis s'en vont... )",2017-04-07,42,82,0,54,0,30,-10,B minor,4,3fZIQ0sdsy7u7YDmOpqbxS,"Marianne Melodie",FRW111704101
559,"Occidentali's Karma - Eurovision Version","Francesco Gabbani",114,6A,85,2023-06-23,03:03,0,"","","Occidentali's Karma (Eurovision Version)",2017-04-07,62,3,0,61,0,0,-4,G minor,4,4dd6dCTW5epqioOWCAwd3W,"BMG Rights Mgmt Italy S.R.L.",ITDV91700018
560,"In Too Deep","Tijana Bogicevic",136,9A,65,2023-06-23,03:07,0,"","","In Too Deep",2017-04-07,53,21,0,42,0,0,-7,E minor,4,5uzjoEMnrrraUxiQPH3ELe,"Universal Music AB",DKUM71700136
561,"Dance Alone","Jana Burčeska",120,12A,76,2023-06-23,03:06,0,"","","Dance Alone",2017-04-07,64,0,0,40,0,30,-8,C♯/D♭ minor,4,2oim5PeJo33M01bXAUVKLu,"Universal Music AB",DKUM71700130
562,"Ze Rak Sport","Dafna Dekel",125,6A,94,2023-06-23,03:19,0,"","","Ha'osef",2017-04-05,74,21,0,65,0,10,-6,G minor,4,2hMnJm3lFNmOcnKMNA6YhA,"Phonokol",FR2X41747372
563,"'T Is Genoeg","Conny Vandenbos",154,5A,65,2023-06-23,02:44,0,"hollands, nederpop","","Hits",2017-04-04,36,91,0,68,0,50,-6,C minor,4,2imMI7IS0XjyXX3qmQBnUO,"Novoson SL",USLZJ1734376
564,"I Feel Alive","IMRI",125,5A,67,2023-06-23,03:00,28,"","","I Feel Alive",2017-03-31,65,29,0,46,0,0,-6,C minor,4,0uvCOD3I7rr86UEQfXXijF,"Universal Music A/S",IL4721001377
565,"Milim","Harel Skaat",115,1A,51,2023-06-23,03:09,0,"mizrahi","","Osef Haasor",2017-03-29,39,60,0,20,0,10,-6,G#/A♭ minor,4,7eaJq7QMiWnVCIpqeQsZRn,"Nmc United Entertainment Ltd",IL1011120240
566,"Yodel it!","ILINCA, Alex Florea",174,6B,91,2023-06-23,02:56,33,"","","Yodel It!",2017-03-29,45,1,0,77,10,10,-5,A#/B♭,4,0AqCeoa5ylnDbpMBMPSmzg,"Universal Music A/S",ROCMA1711022
567,"Fly With Me","Artsvik",180,9A,80,2023-06-23,02:59,23,"","","Fly With Me",2017-03-29,58,79,6,33,10,0,-5,E minor,4,2m3jN95GjlFt51FeE4a55s,"Universal Music A/S",DKUM71700126
568,"Keep The Faith","Tamara Gachechiladze",132,6A,67,2023-06-23,02:58,19,"","","Keep The Faith",2017-03-29,27,15,0,19,0,10,-6,G minor,4,5iPCSv3WAGikuSGzPkN6u2,"Universal Music A/S",DKUM71700128
569,"Dying To Try","Brendan Murray",164,4A,48,2023-06-23,03:00,22,"","","Dying To Try",2017-03-29,44,63,0,19,0,10,-7,F minor,3,0sfa6ySA9tbYymLdAxXqWv,"Universal Music A/S",SEVTQ1700201
570,"My Turn","Martina Barta",86,9B,42,2023-06-23,02:58,14,"","","My Turn",2017-03-29,36,44,0,16,0,30,-6,G,5,3Be2w1wxlT4q7bOczrJ7hk,"Universal Music A/S",CZM021700003
571,"World","Lindita",85,8B,77,2023-06-23,02:56,20,"","","World",2017-03-29,42,13,0,30,0,20,-5,C,4,1Na9VFGQtiHJ3DVtc25eDG,"Universal Music A/S",DKUM71700124
572,"Rain Of Revolution","Fusedmarc",101,3B,79,2023-06-23,03:05,14,"","","Rain Of Revolution",2017-03-29,66,4,0,30,0,10,-5,C♯/D♭,4,7aB07bGdYvtMNHPRBQiInX,"Universal Music A/S",LTC531700001
573,"Qué Bueno, Qué Bueno","Conchita Bautista",153,7B,59,2023-06-23,02:26,10,"","","Conchita Bautista - Grandes Éxitos",2017-03-24,26,81,0,77,0,40,-9,F,4,6ojK3fWtv67fPP3yMti3ZC,"ISYPPdigital",QM4TX1715966
574,"Algo Prodigioso","José Guardiola",91,6A,41,2023-06-23,03:12,6,"villancicos","","José Guardiola - Éxitos Inolvidables, Vol. 1",2017-03-24,30,69,0,32,0,20,-10,G minor,4,08lZvHPOvP3MsGpxZlZ9Up,"ISYPPdigital",QM4TX1713845
